Form,Type,Mentions,Entity,Metadata
M. de Châteaupers,PER,2,Phœbus de Châteaupers,
M. de Nemours,PER,2,"Louis de Gonzague, duc de Nemours",
M. de Paris,PER,1,Guillaume Chartier,
M. de Reims,PER,1,Évêque de Reims,
M. de Saint-Pol,PER,1,Louis de Luxembourg,
M. Despréaux,PER,1,Monsieur Despreaux,
M. Gilles Godin,PER,1,Gilles Godin,
M. le bâtard de Bourbon,PER,1,Charles de Bourbon,
M. le cardinal,PER,1,Charles de Bourbon,
M. le cardinal de Bourbon,PER,1,Charles de Bourbon,
M. le Dauphin,PER,1,Charles V de France,
M. le maréchal de Rouault,PER,1,Joachim de Rouault,
M. le prévôt,PER,1,Robert d’Estouteville,
M. le recteur de l ' Université,PER,1,Recteur Thibaut,
M. Legris,PER,1,Monsieur Legris,
M. Mathieu Pradon,PER,1,Mathieu Pradon,
M. Soufflot,PER,1,Monsieur Soufflot,
ma chère Mahiette,PER,1,Demoiselle Mahiette,
Macé de Frépus,PER,1,Macé de Frépus,
madame Aloïse,PER,3,Aloïse de Gondelaurier,
madame Aloïse de Gondelaurier,PER,1,Aloïse de Gondelaurier,
madame Ambroise de Loré,PER,1,Ambroise de Loré,
madame de Beaujeu,PER,1,Anne de Beaujeu,
Madame de Gondelaurier,PER,2,Aloïse de Gondelaurier,
madame Jeanne de France,PER,1,Jeanne de France,
madame la Dauphine Marguerite,PER,1,Marguerite de Flandre,
madame la demoiselle de Flandre,PER,1,Marguerite de Flandre,
madame la glorieuse Vierge Marie,PER,1,Marie de Nazareth,
madame la Pucelle,PER,1,Marie de Nazareth,
madame la Vierge,MISC,1,?,
madame la Vierge,PER,4,Marie de Nazareth,
madame la vierge Marie,MISC,1,?,
madame la Vierge Marie,PER,1,Marie de Nazareth,
madame Marguerite,PER,1,Marguerite de Flandre,
madame Marguerite d ' Autriche,PER,1,Marguerite d’Autriche,
madame Marguerite de Flandre,PER,2,Marguerite de Flandre,
madame Marie,PER,1,Marie de Bourgogne,
madame Noblesse,PER,1,Marie de Bourgogne,
madame Pilou,PER,1,Madame Pilou,
madame Rolande,PER,2,Roland de la Tour-Roland,
madame Rolande de la Tour-Roland,PER,1,Roland de la Tour-Roland,
madamoiselle de Flandre,PER,1,Marguerite de Flandre,
madamoiselle La Boudraque,PER,1,Mademoiselle la Boudraque,
madamoiselle Turquant,PER,1,Mademoiselle Turquant,
mademoiselle de Flandre,PER,1,Marguerite de Flandre,
Mademoiselle de Gondelaurier,PER,1,Fleur-de-Lys de Gondelaurier,
Mademoiselle Esmeralda,PER,2,Esmeralda,
mademoiselle Esmeralda,PER,1,Esmeralda,
mademoiselle Marchandise,PER,1,personnage Marchandise,
mademoiselle Oudarde,PER,1,Oudarde Musnier,
Magistri,PER,2,Jehan le Fèvre,
Mahé Fédy,PER,2,Mahé Fédy,
Mahiet Baliffre,PER,1,Mahiet Baliffre,
Mahiet Fargel,PER,1,Mahiet Fargel,
Mahiet Pradon,PER,1,Mahiet Pradon,
Mahiette,PER,44,Demoiselle Mahiette,
Mahom,PER,6,Mahomet,
mahomerie de Cordoue,LOC,1,?,
Mahomet,PER,1,Mahomet,
mahométans,MISC,1,?,
maison de la Tour-Roland,LOC,1,?,
Maître Andry,PER,2,Andry Musnier,
maître Andry,PER,3,Andry Musnier,
maître Andry Musnier,PER,4,Andry Musnier,
maître Arnoul,PER,1,Maître Arnoul,
maître Boniface Disome,PER,1,Jacques Charmolue,
Maître Charmolue,PER,1,Jacques Charmolue,
maître Charmolue,PER,2,Jacques Charmolue,
maître Cheneteau,PER,1,Maître Cheneteau,
maître Claude,PER,3,Claude Frollo,
maître Coppenole,PER,4,Jacques Coppenole,
Maître Coppenole,PER,4,Jacques Coppenole,
Maître Denis Le Mercier,PER,1,Denis le Mercier,
Maître Dreux-Raguier,PER,1,Maître Dreux-Raguier,
maître Florian,PER,7,Florian Barbedienne,
Maître Florian,PER,1,Florian Barbedienne,
maître Florian Barbedienne,PER,4,Florian Barbedienne,
maître François Le Rez,PER,1,François Le Rez,
maître George de la Moere,PER,1,George de la Moere,
maître Gheldolf van der Hage,PER,1,Gheldolf van der Hage,
maître Gilles Lecornu,PER,1,Gilles Lecornu,
maître Guichard Grand-Remy,PER,1,Guichard Grand-Remy,
maître Guillaume,PER,2,Guillaume Rym,
maître Guillaume Doulx-Sire,PER,1,Guillaume Doulx-Sire,
maître Guillaume Rym,PER,1,Guillaume Rym,
maître Jacques,PER,16,Jacques Charmolue,
Maître Jacques,PER,6,Jacques Charmolue,
Maître Jacques Charmolue,PER,5,Jacques Charmolue,
maître Jacques Charmolue,PER,6,Jacques Charmolue,
maître Jacques Coppenole,PER,2,Jacques Coppenole,
Maître Jean Balue,PER,1,Jean Balue,
maître Jean Dauvet,PER,1,Jehan Dauvet,
maître Jehan,PER,1,Jehan Frollo,
maître Jehan Coleghens,PER,1,Jehan Coleghens,
maître Jehan Lecornu,PER,1,Jehan Lecornu,
maître Joachim de Ladehors,PER,1,Joachim de Ladehors,
maître Labour,PER,1,personnage Labour,
maître Loys Roelof,PER,1,Loys Roelof,
maître Mahiet Lecornu,PER,1,Mahiet Lecornu,
maître Nicolas Flamel,PER,1,Nicolas Flamel,
Maître Olivier,PER,5,Olivier Le Daim,
maître Olivier,PER,13,Olivier Le Daim,
Maître Philippe Lheulier,PER,1,Philippe Lheulier,
maître Philippe Lheulier,PER,2,Philippe Lheulier,
maître Philippot Avrillot,PER,1,Philippe Avrillot,
maître Pierrat,PER,3,Pierrat Torterue,
Maître Pierrat,PER,2,Pierrat Torterue,
maître Pierrat Torterue,PER,1,Pierrat Torterue,
Maître Pierrat Torterue,PER,1,Pierrat Torterue,
maître Pierre,PER,8,Pierre Gringoire,
Maître Pierre,PER,2,Pierre Gringoire,
maître Pierre Doriolle,PER,1,Pierre Doriolle,
maître Pierre Gringoire,PER,5,Pierre Gringoire,
maître Ponce Lacabre,PER,1,Ponce Lacabre,
maître Quasimodo,PER,1,Quasimodo,
maître Robert Mistricolle,PER,1,Robert Mistricolle,
maître Simon,PER,1,Simon Sanguin,
maître Simon Radin,PER,1,Simon Sanguin,
maître Simon Sanguin,PER,1,Simon Sanguin,
maître Thibaut,PER,2,Recteur Thibaut,
Maître Thibaut Fernicle,PER,1,Thibaut Fernicle,
maître Thibaut le recteur,PER,1,Recteur Thibaut,
Maladerie,LOC,1,?,
Manou,PER,2,Manu,
Marafin,PER,1,Capitaine Marafin,
Marc Cenaine,PER,5,Marc Cenaine,
Marcel,PER,1,Étienne Marcel,
Marchandise,PER,5,personnage Marchandise,
Mardi-Gras,PER,1,Quasimodo,
Marguerite,PER,2,Marguerite de Flandre,
Marguerite de Bourgogne,PER,1,Marguerite de Bourgogne,
Marguerite de Flandre,PER,3,Marguerite de Flandre,
Maria,PER,1,Marie de Nazareth,
Marie,MISC,4,?,
Marie,PER,1,Marie de Nazareth,
Marie de Bourgogne,PER,1,Marie de Bourgogne,
Marie la Giffarde,PER,1,Marie la Giffarde,
Marie Piédebou,PER,1,Marie Piédebou,
Marie Quatrelivres,PER,1,Marie Quatrelivres,
Marraine Fleur-de-Lys,PER,1,Fleur-de-Lys de Gondelaurier,
Marseille,LOC,1,?,
Martial,PER,1,Marcus Valerius Martialis,
Mathias,PER,1,Mathias Hungadi Spicali,
Mathias Corvin,PER,1,Mathias Corvin,
Mathias Hungadi,PER,1,Mathias Hungadi Spicali,
Mathias Hungadi Spicali,PER,2,Mathias Hungadi Spicali,
Mathieu Biterne,PER,1,Mathieu Biterne,
Mathurine Girorou,PER,1,Mathurine Girorou,
Maximilien d ' Autriche,PER,2,Maximilien d'Autriche,
Mercurius,PER,2,Mercure,
Mésopotamie,LOC,1,?,
messer Cicero,PER,1,Marcus Tullius Cicero,
messer Diabolus,PER,1,Satan,
messer Seneca,PER,1,Sénèque le Jeune,
Messieurs les flamands,MISC,1,?,
messire Antoine des Essarts,PER,1,Antoine des Essarts,
messire Clays d ' Etuelde,PER,1,Clays d'Etuelde,
Messire Galiot de Genoilhac,PER,1,Galiot de Genoilhac,
messire Guillaume Chartier,PER,1,Guillaume Chartier,
messire Hélye de Thorrettes,PER,1,Hélye de Thorrettes,
messire Henri de Triancourt,PER,1,Henri de Triancourt,
messire Jacques,PER,2,Jacques Coictier,
messire Louis de Beaumont,PER,1,Louis de Beaumont,
Messire Louis de Graville,PER,1,Louis de Graville,
messire Louis de Luxembourg,PER,1,Louis de Luxembourg,
messire Miles d ' Isliers,PER,1,Miles d'Isliers,
messire Paul de Baeust,PER,1,Paul de Baeust,
messire Robert,PER,2,Robert d’Estouteville,
messire Robert d ' Estouteville,PER,5,Robert d’Estouteville,
Messire Robert d ' Estouteville,PER,1,Robert d’Estouteville,
messire Tristan,PER,1,Tristan l'Hermite,
Michel de Brache,PER,1,Michel de Brache,
Michel Giborne,PER,3,Michel Giborne,
Michel Giborne-Jupiter,PER,1,Michel Giborne,
Michel Noiret,PER,1,Michel Noiret,
Michel Psellus,PER,1,Michel Psellus,
Michel-Ange,PER,5,Michel-Ange,
Michelle Genaille,PER,1,Michelle Genaille,
Micromégas,PER,1,Micromégas,
Milan,LOC,1,?,
Minos,PER,1,Roi Minos,
Mirabeau,PER,2,"Honoré Gabriel Riqueti, Comte de Mirabeau",
Mistigri,PER,1,Mistigri,
Mistricolle,PER,2,Robert Mistricolle,
Moïse,PER,1,Moïse,
Molière,PER,1,"Jean-Baptiste Poquelin, dit Molière",
mon bon Dieu,PER,1,Dieu,
Mon compère Jacques,PER,1,Jacques Charmolue,
mon Dieu,PER,14,Dieu,
Mon Dieu,PER,9,Dieu,
mon Dieu Jésus,PER,1,Jésus Christ,
mon Dieu Seigneur,PER,1,Dieu,
Mon père Charles septième,PER,1,Charles VII de France,
mon révérend seigneur Pierre Versé,PER,1,Pierre Versé,
monseigneur Clopin,PER,1,Clopin Trouillefou,
monseigneur de Beaujeu,PER,1,Pierre de Beaujeu,
monseigneur de Guyenne,PER,1,Monseigneur de Guyenne,
monseigneur Gibet,PER,1,personnage Gibet,
monseigneur le prévôt de Paris,PER,1,Robert d’Estouteville,
monseigneur le prince de Conty,PER,1,Prince de Conty,
monseigneur le roi de Thunes,PER,1,Clopin Trouillefou,
monseigneur Phoebus,PER,1,Phœbus de Châteaupers,
monsieur Alphonse,PER,1,Alphonse de Poitiers,
Monsieur Andry Musnier,PER,1,Andry Musnier,
monsieur Claude Frollo,PER,1,Claude Frollo,
monsieur d ' Angers,PER,1,Jean Balue,
monsieur d ' Estouteville,PER,1,Robert d’Estouteville,
Monsieur d ' Estouteville,PER,1,Robert d’Estouteville,
monsieur de Bacqueville,PER,1,Monsieur de Bacqueville,
monsieur de Boucicaut,PER,1,Marshal de Boucicaut,
monsieur de Bourgogne,PER,1,Charles de Bourgogne,
monsieur de Château-Guyon,PER,1,Monsieur de Château-Guyon,
monsieur de Luxembourg,PER,1,Louis de Luxembourg,
monsieur de Rouault,PER,1,Joachim de Rouault,
monsieur de Torcy,PER,1,Monsieur de Torcy,
Monsieur de Verdun,PER,1,Guillaume de Harancourt,
Monsieur Eustache,PER,1,Maître Eustache,
monsieur Eustache,PER,1,Maître Eustache,
monsieur Jehan,PER,1,Jehan Frollo,
monsieur l ' archidiacre,PER,4,Claude Frollo,
Monsieur l ' archidiacre,PER,2,Claude Frollo,
monsieur l ' archidiacre de Josas,PER,6,Claude Frollo,
Monsieur l ' avocat criminel Philippe Lheulier,PER,1,Philippe Lheulier,
Monsieur l ' évêque de Verdun,PER,1,Guillaume de Harancourt,
Monsieur le bailli du Palais,PER,2,Bailli de la cour,
monsieur le bailli du Palais,PER,1,Bailli de la cour,
monsieur le bailli du Palais de Justice,PER,1,Bailli de la cour,
monsieur le bâtard de Bourbon,PER,1,Charles de Bourbon,
monsieur le capitaine,PER,1,Phœbus de Châteaupers,
Monsieur le capitaine Phoebus de Châteaupers,PER,1,Phœbus de Châteaupers,
monsieur le cardinal Balue,PER,1,Jean Balue,
monsieur le cardinal d ' Angers,PER,1,Jean Balue,
monsieur le cardinal de Bourbon,PER,1,Charles de Bourbon,
monsieur le cardinal La Balue,PER,1,Jean Balue,
monsieur le Dauphin,PER,1,Charles V de France,
monsieur le docteur Coictier,PER,1,Jacques Coictier,
monsieur le duc d ' Autriche,PER,2,"Léopold III, duc d’Autriche",
Monsieur le duc de Bourgogne,PER,1,Charles de Bourgogne,
monsieur le prévôt,PER,1,Robert d’Estouteville,
monsieur le recteur Thibaut,PER,1,Recteur Thibaut,
monsieur le roi de Sicile,PER,1,René d’Anjou,
monsieur le roi de Thunes,PER,1,Clopin Trouillefou,
Monsieur Legris,PER,1,Monsieur Legris,
monsieur Louis de France,PER,1,Louis XI de France,
monsieur Phoebus,PER,2,Phœbus de Châteaupers,
monsieur Pierre Gringoire,PER,1,Pierre Gringoire,
monsieur Rym,PER,1,Guillaume Rym,
monsieur saint Jean,PER,2,Saint-Jean,
monsieur saint Paul,PER,1,Saint-Paul,
Montagu,PER,1,Jean de Montagu,
Montaigu,PER,1,Jean de Montagu,
Montfaucon,LOC,11,?,
Montlhéry,LOC,2,?,
Montmartre,LOC,1,?,
Montrouge,LOC,1,?,
Muison,LOC,1,?,
Mummol,PER,1,Mummol,
Musagète,PER,1,Hercule,
Musnier,PER,3,Andry Musnier,
Napoléon,PER,2,Napoléon Bonaparte,
Nason,PER,1,"Publius Ovidius Naso, dit Ovide",
Neptunus,PER,3,Neptune,
Nestor,PER,1,Nestor de Gérénia,
Nicolas Flamel,PER,11,Nicolas Flamel,
Nîmes,LOC,1,?,
Noblesse,PER,5,personnage Noblesse,
Noé,PER,1,Noé,
Noël Lescripvain,PER,1,Noël Lescripvain,
Nordhausen,LOC,1,?,
Normandie,LOC,1,?,
Nostrae Dominae,LOC,1,?,
Nostrae-Dominae,LOC,1,?,
Nostrae-Dominae Parisiensis,LOC,1,?,
notre fief de Tirechappe,LOC,1,?,
Notre-Dame,LOC,89,?,
Notre-Dame d ' Aubervilliers,LOC,1,?,
Notre-Dame d ' Ecouys,LOC,1,?,
Notre-Dame de Paris,LOC,9,?,
Notre-Dame des Champs,LOC,2,?,
nourricière Seine,LOC,1,?,
Noyon,LOC,1,?,
Nuremberg,LOC,2,?,
Olivier,PER,15,Olivier Le Daim,
Olivier le Daim,PER,6,Olivier Le Daim,
Olivier le Diable,PER,1,Olivier Le Daim,
Olivier le Mauvais,PER,2,Olivier Le Daim,
Olympe,PER,1,Olympe,
Orient,LOC,1,?,
Orphée,PER,2,Orphée,
Orpheus,PER,2,Orphée,
Oudard de Villeneuve,PER,1,Oudard de Villeneuve,
Oudarde,PER,43,Oudarde Musnier,
P. Mathieu,PER,1,Philippe Mathieu,
Palais,LOC,1,?,
Palais de Justice,LOC,1,?,
Palestrina,PER,1,Giovanni Pierluigi da Palestrina,
Pâquerette,PER,1,Paquette la Chantefleurie,
Pâques-Fleuries,PER,1,Quasimodo,
Paquette,PER,13,Paquette la Chantefleurie,
Paquette la Chantefleurie,PER,5,Paquette la Chantefleurie,
Paris,LOC,163,?,
Parisiens,MISC,1,?,
Pasque-Dieu,PER,2,Dieu,
Pasquier,PER,3,"Pasquier, cloche de Quasimodo",
Pater,PER,1,Dieu,
Paul Diacre,PER,1,Paul Diacre,
Pauli,PER,1,D. Pauli,
Pegasus,PER,1,Pégase,
Penanciers,PER,1,Penanciers,
Père Coppenole,PER,1,Jacques Coppenole,
père Guybertaut,PER,1,père Guybertaut,
Périnet Leclerc,PER,1,Périnet Leclerc,
Perrette Callebotte,PER,1,Perrette Callebotte,
Perrin Marc,PER,1,Perrin Marc,
Perse,LOC,1,?,
Pétersbourg,LOC,1,?,
Petit-Jean,PER,1,bourreau Petit-Jean,
Petit-Pont,LOC,1,?,
Pharamond,PER,1,Roi Pharamond,
Phidias,PER,2,Phidias,
Philippe Brille,PER,2,Philippe Brille,
Philippe de Comines,PER,3,Philippe de Comines,
Philippe le Bel,PER,1,Philippe le Bel,
Philippe Lheulier,PER,1,Philippe Lheulier,
Philippe V,PER,1,Philippe V de France,
Philippe-Auguste,PER,8,Philippe II de France,
Phoebus,PER,179,Phœbus de Châteaupers,
PHŒBUS,PER,1,Phœbus de Châteaupers,
Phoebus de Châteaupers,PER,9,Phœbus de Châteaupers,
Picardie,LOC,3,?,
Picatrix,MISC,1,Picatrix,
Pied-Bleu,PER,1,renard Pied-Bleu,
Pied-Doré,PER,1,loup Pied-Gris,
Pied-Gris,PER,1,loup Pied-Gris,
Pierrat,PER,5,Pierrat Torterue,
Pierrat Torterue,PER,5,Pierrat Torterue,
Pierre,PER,2,Pierre Gringoire,
Pierre Corneille,PER,1,Pierre Corneille,
Pierre d ' Ailly,PER,2,Pierre d'Ailly,
Pierre de Morvilliers,PER,1,Pierre de Morvilliers,
Pierre Gringoire,PER,19,Pierre Gringoire,
Pierre l ' Assommeur,PER,3,Pierre Gringoire,
Pierre Lombard,PER,1,Pierre Lombard,
Pierre Puy,PER,1,Pierre Puy,
place de Grève,LOC,2,?,
Platon,PER,1,Platon,
Plaute,PER,1,Titus Maccius Plautus,
Plautus,PER,2,Titus Maccius Plautus,
Pluto,PER,1,Pluto,
Pologne,LOC,2,?,
Polyphème,PER,1,Polyphème,
Pont Notre-Dame,LOC,2,?,
Pont Saint-Michel,LOC,1,?,
Pont-au-Change,LOC,1,?,
Pont-Audemer,LOC,1,?,
Pontoise,LOC,2,?,
Popincourt,LOC,1,?,
porta Bagauda,LOC,1,?,
portail de Bourges,LOC,1,?,
portail de Notre-Dame,LOC,1,?,
Porte Basée,LOC,1,?,
Porte d ' Enfer,LOC,1,Porte d'Enfer,
Porte Gibard,LOC,2,Porte Gibard,
Porte Saint-Denis,LOC,1,?,
premier échevin de la kuere de la ville de Gand,PER,1,Guillaume Rym,
président de Flandre,PER,1,Paul de Baeust,
presse de Mayence,LOC,1,?,
prêtre,PER,5,Claude Frollo,
Priape,PER,1,Priape,
primat des Gaules,PER,1,Charles de Bourbon,
Prusse,LOC,1,?,
Pythagoras,PER,2,Pythagore,
Pythagore,PER,1,Pythagore,
quartier des Halles,LOC,1,?,
Quasimodo,PER,241,Quasimodo,
Quasimodo le Bossu,PER,1,Quasimodo,
Quatre-Nations,LOC,1,?,
Quatre-Temps,PER,1,Quasimodo,
Queue-en-Brie,LOC,4,?,
Rabelais,PER,2,François Rabelais,
Raphaël,PER,3,Raffaello Sanzio da Urbino,
Rault,PER,1,Louis Rault,
Ravaillac,PER,3,François Ravaillac,
Raymond Lulle,PER,1,Raymond Lulle,
recluse,PER,2,Esmeralda,
Regnault des Dormans,PER,1,Regnault des Dormans,
Régnier,PER,2,Régnier de Montigny,
Reims,LOC,21,?,
Rembrandt,PER,3,Rembrandt Harmenszoon van Rijn,
Renault Château,PER,1,Renault Château,
Rétif de la Bretonne,PER,1,Rétif de la Bretonne,
Richard Hellain,PER,1,Richard Hellain,
Richarde la Garmoise,PER,1,Richarde la Garmoise,
Richelieu,PER,1,"Armand Jean du Plessis, Duc de Richelieu",
rivière de Seine,LOC,1,?,
Robert Cenalis,PER,1,Robert Cenalis,
Robert d ' Estouteville,PER,4,Robert d’Estouteville,
Robert de Clermont,PER,2,Robert de Clermont,
Robert de Lespinasse,PER,1,Robert de Lespinasse,
Robert Mistricolle,PER,1,Robert Mistricolle,
Robin,PER,1,Robin Poussepain,
Robin Chief-de-Ville,PER,1,Robin Chief-de-Ville,
Robin Poussepain,PER,15,Robin Poussepain,
Robine Piédebou,PER,1,Robine Piédebou,
Roger Barmne,PER,1,Roger Barmne,
roi Charles VIII,PER,1,Charles VII de France,
roi de Mésopotamie,PER,1,Roi de Mésopotamie,
roi de Thunes,PER,4,Clopin Trouillefou,
Rolande,PER,1,Rolande de la Tour-Roland,
Rome,LOC,6,?,
Roméo,PER,1,Roméo Montague,
Rotterdam,LOC,1,?,
rue Coupe-Gorge,LOC,1,?,
rue Coupe-Gueule,LOC,1,?,
rue de Folle-Peine,LOC,1,?,
rue de Glatigny,LOC,1,?,
rue de la Barillerie,LOC,1,?,
rue de la Harpe,LOC,1,?,
rue de la Juiverie,LOC,1,?,
rue de la Savaterie,LOC,1,?,
rue de la Tixeranderie,LOC,1,?,
rue de la Verrerie,LOC,1,?,
rue de Montmorency,LOC,1,?,
rue des Boucheries,LOC,1,?,
rue des Mauvaises-Paroles,LOC,1,?,
rue Folle-Peine,LOC,1,?,
rue Galilée,LOC,1,?,
rue Grenier-sur-l ' Eau,LOC,1,?,
rue Madame-la-Valence,LOC,1,?,
rue Marivault,LOC,1,?,
rue Parin-Garlin,LOC,1,?,
rue Saint-André-des-Arcs,LOC,1,?,
rue Saint-Denis,LOC,1,?,
rue Saint-Jacques,LOC,1,?,
rue Saint-Martin,LOC,1,?,
rue Thibautodé,LOC,2,?,
Rym,PER,6,Guillaume Rym,
sa cathédrale Notre-Dame,LOC,1,?,
sachette,PER,1,Paquette la Chantefleurie,
saint Antoine,PER,1,Antoine de Padoue,
saint Benoît,PER,1,Benoît de Nursie,
saint Christophe,PER,4,Christophe de Lycie,
saint Denys,PER,1,Denis de Paris,
saint Éloy,PER,1,Eloi de Noyon,
saint Eustache,PER,1,Eustache de Rome,
saint Genest,PER,1,Genès d’Arles,
saint Goguelu,PER,1,Gudule de Bruxelles,
Saint Hugues,PER,1,Hughes d’Avalon,
saint Jean-Baptiste,PER,1,Saint-Jean,
saint Laurent,PER,1,Laurent de Rome,
saint Louis,PER,5,Louis IX de France,
Saint Louis de France,PER,1,Louis IX de France,
saint Michel,PER,1,Archange Michel,
saint Voult-de-Lucques,PER,1,Anselme de Lucques,
Saint-Andry en la Marche,LOC,1,?,
Saint-Antoine,PER,1,Antoine de Padoue,
Saint-Barthélemy,PER,1,Saint-Barthélemy,
Saint-Cloud,LOC,1,?,
Saint-Côme,LOC,1,?,
Saint-Denis,LOC,3,?,
Saint-Denys-du-Pas,LOC,1,?,
Saint-Eustache,LOC,1,?,
Saint-Eustache,PER,1,Eustache de Rome,
Saint-Georges,PER,1,George de Lydie,
Saint-Germain,LOC,2,?,
Saint-Germain d ' Auxerre,LOC,1,?,
Saint-Germain-des-Prés,LOC,7,?,
Saint-Germain-en-Laye,LOC,2,?,
Saint-Germain-l ' Auxerrois,LOC,1,?,
Saint-Germain-le-Vieux,LOC,1,?,
Saint-Gervais,LOC,1,?,
Saint-Jacques de l ' Hôpital,PER,1,Saint-Jacques de l’Hôpital,
Saint-Jacques-de-la-Boucherie,LOC,6,?,
Saint-James,LOC,1,?,
Saint-Jean,LOC,1,?,
Saint-Jean,PER,3,Saint-Jean,
Saint-Jean-le-Rond,LOC,2,?,
Saint-Julien,LOC,1,?,
Saint-Ladre,LOC,1,?,
Saint-Landry,LOC,1,?,
Saint-Laurent,LOC,2,?,
Saint-Lô,PER,2,Saint-Laud,
Saint-Magloire,LOC,1,?,
Saint-Martin,LOC,5,?,
Saint-Martin,PER,1,Martin de Tours,
Saint-Martin de Tours,PER,2,Martin de Tours,
Saint-Martin des Champs,LOC,1,?,
Saint-Méry,LOC,2,?,
Saint-Michel,PER,1,Archange Michel,
Saint-Omer,LOC,1,?,
Saint-Père,PER,1,Dieu,
Saint-Pierre de Rome,LOC,6,?,
Saint-Pierre-aux-Boeufs,LOC,2,?,
Saint-Quentin,LOC,1,?,
Saint-Remy,LOC,2,?,
Saint-Roch,LOC,1,?,
Saint-Sépulcre,LOC,1,?,
Saint-Séverin,LOC,1,?,
Saint-Sulpice,LOC,3,?,
Saint-Thomas d ' Aquin,LOC,1,?,
Saint-Vallier,LOC,1,?,
Sainte Vierge,PER,5,Marie de Nazareth,
Sainte-Catherine,LOC,1,?,
Sainte-Croix d ' Orléans,LOC,1,?,
Sainte-Geneviève,LOC,3,?,
Sainte-Geneviève,PER,3,Sainte-Geneviève,
Sainte-Geneviève-des-Ardents,LOC,1,?,
Sainte-Paule,PER,1,Saint-Paul,
Sainte-Reine,PER,1,Sainte-Reine,
Sainte-Sophie,LOC,1,?,
salle du Palais,LOC,1,?,
Salomon,PER,3,Salomon,
Salvator Rosa,PER,1,Salvator Rosa,
Salvien de Cologne Adversus,PER,1,Salvien de Cologne,
Samaritain,MISC,1,?,
Sancti-Germani,LOC,1,?,
Satan,PER,7,Satan,
Satan l ' Hermite,PER,1,Tristan l'Hermite,
Satanas,PER,1,Satan,
Sauval,PER,6,Henri Sauval,
Sauveur,PER,1,Dieu,
Savoie,LOC,1,?,
Scylla,PER,1,Scylla,
Seigneur,PER,11,Dieu,
seigneur de Beaujeu,PER,1,Pierre de Beaujeu,
Seigneur Jésus,PER,1,Jésus Christ,
seigneurie de Poligny,LOC,1,?,
Seine,LOC,1,?,
Sémiramis,PER,1,Sémiramis,
Sens,LOC,1,?,
Servius,PER,1,Maurus Servius Honoratus,
ses bohémiens,MISC,1,?,
Shakespeare,PER,3,William Shakespeare,
Sicile,LOC,1,?,
sieur Dauby,PER,1,Jacques de Goy,
sieur de Voirmizelle,PER,1,Paul de Baeust,
Sillery,LOC,1,?,
Similar,PER,4,Esmeralda,
Simon Radin,PER,1,Simon Radin,
Simone Jodouyne,PER,1,Simone Jodouyne,
Simone Quatrelivres,PER,1,Simone Quatrelivres,
sire Gilles Lecornu,PER,1,Gilles Lecornu,
Sirius,PER,1,Sirius,
Smelarda,PER,1,Esmeralda,
Smeralda,PER,1,Esmeralda,
soeur Gudule,PER,6,Paquette la Chantefleurie,
Soeur Gudule,PER,1,Paquette la Chantefleurie,
soeur Sainte-Gudule,PER,1,Paquette la Chantefleurie,
Son éminence monseigneur le cardinal de Bourbon,PER,2,Charles de Bourbon,
Sophoclès,PER,1,Sophocle,
Sorbonne,ORG,2,?,
Stradivarius,PER,1,Antonius Stradivarius,
Strasbourg,LOC,2,?,
Suresnes,LOC,1,?,
Tassin-Caillart,PER,1,Tassin-Caillart,
Teniers,PER,1,David Teniers,
Thémis féodale,PER,1,Thémis,
Théodore,PER,1,Théodore de Cantorbéry,
Théophile,PER,1,Théophile de Viau,
Thévenin le Moine,PER,1,Thévenin le Moine,
Thibaud la Thibaude,PER,1,Thibaude,
Thibauld,MISC,1,?,
Thibauld,PER,2,"Thibauld, cloche de Quasimodo",
Thierry de Mer,PER,1,Thierry de Mer,
Thomasse la Saillarde,PER,1,Thomasse la Saillarde,
Thonne-la-Longue,PER,1,Thonne-la-Longue,
Thunes,LOC,1,?,
Tilloy,LOC,1,?,
Torterue,PER,2,Pierrat Torterue,
tour de Babel,LOC,2,?,
Tour de Nesle,LOC,1,?,
Tour du Louvre,LOC,1,?,
Tournay,LOC,1,?,
tours de Notre-Dame,LOC,1,?,
Trébizonde,LOC,1,?,
Triel,LOC,1,?,
Tristan,PER,40,Tristan l'Hermite,
Tristan l ' Hermite,PER,13,Tristan l'Hermite,
Trito,PER,1,Trito,
Trou aux Rats,LOC,1,?,
Trouillefou,PER,7,Clopin Trouillefou,
Turin,LOC,1,?,
Tybalde,PER,2,Recteur Thibaut,
Ugène,PER,1,Ugène,
un bohémien,MISC,1,?,
un bras de Seine,LOC,1,?,
un Châteaupers,PER,1,Famille Châteaupers,
un Cupido,MISC,1,?,
un enfant-Jésus,MISC,1,?,
un Enfant-Jésus,PER,1,Jésus Christ,
un fief rue Tirechappe,LOC,1,?,
un hôtel Saint-Pol,LOC,1,?,
un Jésus-Christ,PER,1,Jésus Christ,
un Job,MISC,1,?,
un Louvre,LOC,2,?,
un normand,MISC,1,?,
un Olympe,MISC,1,?,
un Paris,MISC,2,?,
un Parthénon,LOC,1,?,
un Phoebus,PER,1,Phœbus de Châteaupers,
un Samuel,MISC,1,?,
un Saturne,MISC,1,?,
un Tantale,MISC,1,?,
une Bourse,MISC,1,?,
une Cérès,MISC,1,?,
une Diane,MISC,1,?,
une égyptienne,MISC,2,?,
